SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3523 Bagley Ave N,Seattle,WA,98103,1245000,5,2.75,Wallingford,2720,4800,1921,32,458,,Active,,,http://www.redfin.com/WA/Seattle/3523-Bagley-Ave-N-98103/home/120496,NWMLS,1229101,N,Y,47.6498807,-122.3330108
MLS Listing,,Vacant Land,6256 3rd Ave NW,Seattle,WA,98107,975000,0,,Phinney Ridge,,4050,,33,,,Active,,,http://www.redfin.com/WA/Seattle/6256-3rd-Ave-NW-98107/home/299376,NWMLS,1228983,N,Y,47.6758225,-122.3603958
MLS Listing,,Single Family Residential,4150 Hillcrest Ave SW,Seattle,WA,98116,969900,4,2.75,Genesee,3340,4500,1928,34,290,,Active,,,http://www.redfin.com/WA/Seattle/4150-Hillcrest-Ave-SW-98116/home/151918,NWMLS,1228590,N,Y,47.5652716,-122.4031432
MLS Listing,,Single Family Residential,8241 S 118th St #27,Seattle,WA,98178,769950,4,3.25,Bryn Mawr,2612,3192,2017,34,295,61,Active,February-1-2018 11:00 AM,February-1-2018 05:00 PM,http://www.redfin.com/WA/Seattle/8241-S-118th-St-98178/unit-27/home/144581780,NWMLS,1228596,N,Y,47.4972358,-122.2296506
MLS Listing,,Multi-Family (2-4 Unit),2811 22nd Ave W #2811,Seattle,WA,98199,1690000,6,4.75,Magnolia,4270,6000,1973,35,396,,Active,,,http://www.redfin.com/WA/Seattle/2811-22nd-Ave-W-98199/unit-2811/home/144574692,NWMLS,1228167,N,Y,47.645184,-122.385029
MLS Listing,,Vacant Land,92 3rd Ave SW,Seattle,WA,98106,75000,0,,West Seattle,,8501,,35,,,Active,,,http://www.redfin.com/WA/Seattle/92-3rd-Ave-SW-Unknown/home/144574625,NWMLS,1227917,N,Y,47.522605,-122.338755
MLS Listing,,Single Family Residential,4835 S Kenyon St,Seattle,WA,98118,410000,4,2.0,Brighton,1260,5000,1949,39,325,,Active,,,http://www.redfin.com/WA/Seattle/4835-S-Kenyon-St-98118/home/174935,NWMLS,1225610,N,Y,47.5313545,-122.271232
MLS Listing,,Townhouse,1604 Lakeview Blvd E,Seattle,WA,98102,850000,3,2.25,North Capitol Hill,1540,3117,1984,40,552,,Active,,,http://www.redfin.com/WA/Seattle/1604-Lakeview-Blvd-E-98102/home/136911,NWMLS,1227921,N,Y,47.6341742,-122.3220792
MLS Listing,,Vacant Land,67 S Thayer St,Seattle,WA,98178,110000,0,,Lakeridge,,9000,,42,,,Active,,,http://www.redfin.com/WA/Seattle/67-S-Thayer-St-98178/home/144536201,NWMLS,1226087,N,Y,47.511024,-122.249109
MLS Listing,,Single Family Residential,10811 Dixon Dr S,Seattle,WA,98178,530000,3,2.0,Lakeridge,1690,8875,1951,42,314,,Active,,,http://www.redfin.com/WA/Seattle/10811-Dixon-Dr-S-98178/home/199534,NWMLS,1223680,N,Y,47.5057511,-122.2325277
MLS Listing,,Single Family Residential,1205 10th Ave W,Seattle,WA,98119,835000,1,1.0,Queen Anne,1210,7200,1954,42,690,,Active,,,http://www.redfin.com/WA/Seattle/1205-10th-Ave-W-98119/home/132388,NWMLS,1227368,N,Y,47.630169,-122.3706102
MLS Listing,,Single Family Residential,6713 26th Ave NW,Seattle,WA,98117,1789500,5,3.5,Ballard,4754,5814,2017,46,376,,Active,February-3-2018 12:00 PM,February-3-2018 03:00 PM,http://www.redfin.com/WA/Seattle/6713-26th-Ave-NW-98117/home/165997,NWMLS,1226922,N,Y,47.6780883,-122.3899652
MLS Listing,,Single Family Residential,10321 Sand Point Wy NE,Seattle,WA,98125,1199900,4,2.5,Matthews Beach,3096,7200,2017,46,388,,Active,February-3-2018 12:00 PM,February-3-2018 03:00 PM,http://www.redfin.com/WA/Seattle/10321-Sand-Point-Way-NE-98125/home/22436198,NWMLS,1226343,N,Y,47.703581,-122.278509
MLS Listing,,Single Family Residential,5321 S Bangor St,Seattle,WA,98178,535000,4,2.5,Upper Rainier Beach,2480,7360,1969,47,216,,Active,,,http://www.redfin.com/WA/Seattle/5321-S-Bangor-St-98178/home/178830,NWMLS,1226861,N,Y,47.5056555,-122.2666371
MLS Listing,,Single Family Residential,1130 Grand Ave,Seattle,WA,98122,2400000,4,3.25,Madrona,4093,8000,1925,47,586,,Active,,,http://www.redfin.com/WA/Seattle/1130-Grand-Ave-98122/home/141971,NWMLS,1217379,N,Y,47.6123718,-122.2831199
MLS Listing,,Single Family Residential,5948 28th Ave S,Seattle,WA,98108,699000,5,3.0,Beacon Hill,2680,3899,1993,47,261,,Active,,,http://www.redfin.com/WA/Seattle/5948-28th-Ave-S-98108/home/478271,NWMLS,1225698,N,Y,47.5484799,-122.2965575
MLS Listing,,Townhouse,2216 B NW 64th St,Seattle,WA,98107,848950,3,2.25,Ballard,1544,832,2017,47,550,,Active,,,http://www.redfin.com/WA/Seattle/2216-NW-64th-St-98107/unit-C/home/493612,NWMLS,1226349,N,Y,47.6755543,-122.385525
MLS Listing,,Single Family Residential,9726 Beacon Ave S,Seattle,WA,98118,870000,8,4.0,Rainier Beach,4190,8794,2017,48,208,,Active,,,http://www.redfin.com/WA/Seattle/9726-Beacon-Ave-S-98118/home/22655147,NWMLS,1224929,N,Y,47.513507,-122.273025
MLS Listing,,Condo/Co-op,11600 Rainier Ave south Ave S #104,Seattle,WA,98178,259900,2,1.5,Bryn Mawr,1240,32100,1967,48,210,360,Active,,,http://www.redfin.com/WA/Seattle/11600-Rainier-Ave-S-98178/unit-104/home/22038,NWMLS,1225910,N,Y,47.4991023,-122.2198775
MLS Listing,,Townhouse,9036 14th Ave NW Unit D,Seattle,WA,98117,650000,2,1.75,Crown Hill,1393,900,2017,49,467,,Active,,,http://www.redfin.com/WA/Seattle/9036-14th-Ave-NW-98117/unit-D/home/144478472,NWMLS,1225872,N,Y,47.6953171,-122.3737314
MLS Listing,,Single Family Residential,7025 S 116th St,Seattle,WA,98178,323850,2,1.0,Seattle,940,7935,1943,49,345,,Active,,,http://www.redfin.com/WA/Seattle/7025-S-116th-St-98178/home/199449,NWMLS,1225984,N,Y,47.4987513,-122.2461597
MLS Listing,,Vacant Land,94 Olson Place SW,Seattle,WA,98106,1200000,0,,West Seattle,,64347,,50,,,Active,,,http://www.redfin.com/WA/Seattle/94-Olson-Pl-SW-98106/home/144476567,NWMLS,1223492,N,Y,47.519011,-122.338582
MLS Listing,,Single Family Residential,10403 15th Ave NE,Seattle,WA,98125,838000,3,1.75,Seattle,1610,6120,1953,50,520,,Active,February-3-2018 10:00 AM,February-3-2018 12:00 PM,http://www.redfin.com/WA/Seattle/10403-15th-Ave-NE-98125/home/107637,NWMLS,1225397,N,Y,47.7041278,-122.3127083
MLS Listing,,Vacant Land,9 56th Ave S,Seattle,WA,98118,90000,0,,Rainier Beach,,27500,,50,,,Active,,,http://www.redfin.com/WA/Seattle/9-56th-Ave-S-Unknown/home/144476106,NWMLS,1225478,N,Y,47.517555,-122.2627
MLS Listing,,Single Family Residential,6258 33rd Ave NE,Seattle,WA,98115,1450000,4,1.0,Bryant,4010,5000,1926,51,362,,Active,,,http://www.redfin.com/WA/Seattle/6258-33rd-Ave-NE-98115/home/144474644,NWMLS,1225549,N,Y,47.6756574,-122.2918858
MLS Listing,,Townhouse,8040 35TH Ave NE Unit A,Seattle,WA,98115,739950,3,2.25,Wedgwood,1367,1345,2017,51,541,,Active,,,http://www.redfin.com/WA/Seattle/8040-35th-Ave-NE-98115/unit-A/home/109969350,NWMLS,1225504,N,Y,47.6879355,-122.2902655
MLS Listing,,Townhouse,4217 SW Atlantic St,Seattle,WA,98116,675000,2,2.25,North Admiral,1350,700,2008,54,500,,Active,,,http://www.redfin.com/WA/Seattle/4217-SW-Atlantic-St-98116/home/18658350,NWMLS,1224882,N,Y,47.5904149,-122.3857721
MLS Listing,,Single Family Residential,2715 37th Ave SW,Seattle,WA,98126,2100000,4,4.0,Belvidere,3760,5000,2002,55,559,,Active,February-3-2018 01:00 PM,February-3-2018 03:00 PM,http://www.redfin.com/WA/Seattle/2715-37th-Ave-SW-98126/home/327711,NWMLS,1222326,N,Y,47.5786911,-122.378422
MLS Listing,,Multi-Family (5+ Unit),6537 Oswego Place NE,Seattle,WA,98115,2400000,0,6.0,Green Lake,5290,7800,1950,55,454,,Active,,,http://www.redfin.com/WA/Seattle/6537-Oswego-Pl-NE-98115/home/2080764,NWMLS,1216869,N,Y,47.6767815,-122.3218498
MLS Listing,,Single Family Residential,2139 Harbor Ave SW,Seattle,WA,98126,1395000,3,2.5,Alki,1873,1293,2017,55,745,,Active,,,http://www.redfin.com/WA/Seattle/2139-Harbor-Ave-SW-98126/home/150893,NWMLS,1222154,N,Y,47.5845163,-122.3755661
MLS Listing,,Single Family Residential,809 NE 48th St,Seattle,WA,98105,1450000,8,2.5,University District,2139,4279,2017,55,678,5,Active,,,http://www.redfin.com/WA/Seattle/809-NE-48th-St-98105/home/144478648,NWMLS,1223824,N,Y,47.663937,-122.3193559
MLS Listing,,Single Family Residential,4946 Beacon Ave S,Seattle,WA,98108,750000,4,2.75,Beacon Hill,1500,4800,1940,55,500,,Active,,,http://www.redfin.com/WA/Seattle/4946-Beacon-Ave-S-98108/home/479541,NWMLS,1224030,N,Y,47.5567414,-122.3031653
MLS Listing,,Multi-Family (2-4 Unit),1529 Sturgus Ave S,Seattle,WA,98144,500000,2,2.0,N Beacon Hill,1650,3000,1904,57,303,,Active,,,http://www.redfin.com/WA/Seattle/1529-Sturgus-Ave-S-98144/home/168014,NWMLS,1224032,N,Y,47.5891183,-122.3118591
MLS Listing,,Condo/Co-op,1623 Taylor Ave N #302,Seattle,WA,98109,329950,1,1.0,Queen Anne,700,,1926,57,471,420,Active,,,http://www.redfin.com/WA/Seattle/1623-Taylor-Ave-N-98109/unit-302/home/144445250,NWMLS,1223963,N,Y,47.6338968,-122.346273
MLS Listing,,Townhouse,4208 S Greenbelt Station Dr,Seattle,WA,98118,568800,3,2.5,Seattle,1500,1221,2017,57,379,210,Active,,,http://www.redfin.com/WA/Seattle/4208-S-Greenbelt-Station-Dr-98118/home/109662140,NWMLS,1223776,N,Y,47.524581,-122.280378
MLS Listing,,Townhouse,310 W Lee St,Seattle,WA,98119,1325000,3,3.25,Queen Anne,1870,2215,2008,58,709,,Active,,,http://www.redfin.com/WA/Seattle/310-W-Lee-St-98119/home/132843,NWMLS,1223423,N,Y,47.6315348,-122.3611011
MLS Listing,,Vacant Land,5003 S 114th St,Tukwila,WA,98178,120000,0,,Tukwila,,10311,,61,,,Active,,,http://www.redfin.com/WA/Tukwila/5003-S-114th-St-98178/home/175652,NWMLS,1219912,N,Y,47.500104,-122.271236
MLS Listing,,Single Family Residential,10200 Rainier Ave S,Seattle,WA,98178,2149000,5,4.5,Rainier Beach,3239,4595,2017,61,663,,Active,,,http://www.redfin.com/WA/Seattle/10200-Rainier-Ave-S-98178/home/177664,NWMLS,1221007,N,Y,47.511632,-122.243537
MLS Listing,,Condo/Co-op,705 E Republican St Unit A,Seattle,WA,98102,509900,2,1.0,Capitol Hill,827,,1963,61,617,545,Active,,,http://www.redfin.com/WA/Seattle/705-E-Republican-St-98102/unit-A/home/12092635,NWMLS,1220377,N,Y,47.6229459,-122.3227742
MLS Listing,,Single Family Residential,5608 23rd Ave SW,Seattle,WA,98106,775000,3,2.5,Delridge,2131,10835,2017,61,364,,Active,February-3-2018 12:00 AM,February-3-2018 11:59 PM,http://www.redfin.com/WA/Seattle/5608-23rd-Ave-SW-98106/home/22608567,NWMLS,1221147,N,Y,47.551622,-122.361266
MLS Listing,,Vacant Land,7115 S 115th St,Seattle,WA,98178,80000,0,,Lakeridge,,12650,,61,,,Active,,,http://www.redfin.com/WA/Seattle/7115-S-115th-St-98178/home/17507973,NWMLS,1222634,N,Y,47.4995202,-122.2463242
MLS Listing,,Multi-Family (5+ Unit),10539 Midvale Ave N,Seattle,WA,98133,1800000,11,6.0,Northgate,5184,4900,1986,62,347,,Active,,,http://www.redfin.com/WA/Shoreline/10539-Midvale-Ave-N-98133/home/2081367,NWMLS,1220371,N,Y,47.7061811,-122.3437192
MLS Listing,,Condo/Co-op,3334 NE 65th St #109,Seattle,WA,98115,601990,1,1.5,Bryant,962,,2017,62,626,484,Active,,,http://www.redfin.com/WA/Seattle/3334-NE-65th-St-98115/unit-109/home/144402663,NWMLS,1222699,N,Y,47.6757837,-122.2920052
MLS Listing,,Single Family Residential,2508 Lake Park Dr S,Seattle,WA,98144,1349000,4,3.0,Mt Baker,3140,6604,1949,63,430,,Active,,,http://www.redfin.com/WA/Seattle/2508-Lake-Park-Dr-S-98144/home/489054,NWMLS,1222341,N,Y,47.581133,-122.28769
MLS Listing,,Single Family Residential,10397 Beacon Ave S,Seattle,WA,98178,540000,5,2.75,Tukwila,3200,7998,1921,63,169,,Active,,,http://www.redfin.com/WA/Tukwila/10397-Beacon-Ave-S-98178/home/175250,NWMLS,1215259,N,Y,47.5071896,-122.2709927
MLS Listing,,Vacant Land,11715 11721 15th Ave NE,Seattle,WA,98125,5699722,0,,Pinehurst,,30662,,64,,,Active,,,http://www.redfin.com/WA/Seattle/11721-15th-Ave-NE-98125/home/2083150,NWMLS,1222085,N,Y,47.7146445,-122.3128817
MLS Listing,,Condo/Co-op,589 Occidental Ave S #716,Seattle,WA,98104,911900,2,1.75,Pioneer Square,963,,2018,64,947,674,Active,,,http://www.redfin.com/WA/Seattle/589-Occidental-Ave-S-98134/unit-716/home/144388138,NWMLS,1222005,N,Y,47.5960593,-122.3336027
MLS Listing,,Single Family Residential,1821 30th Ave,Seattle,WA,98122,1100000,4,3.0,Madison Valley,2200,4800,1985,65,500,,Active,,,http://www.redfin.com/WA/Seattle/1821-30th-Ave-98122/home/147168,NWMLS,1214825,N,Y,47.6183133,-122.2938511
MLS Listing,,Single Family Residential,1533 33rd Ave,Seattle,WA,98122,1398000,5,3.0,Madrona,3510,6607,1953,67,398,,Active,,,http://www.redfin.com/WA/Seattle/1533-33rd-Ave-98122/home/146808,NWMLS,1217974,N,Y,47.6150605,-122.2905917
MLS Listing,,Other,2540 Westlake Ave N #5,Seattle,WA,98109,1565000,2,2.0,Lake Union,1573,950,2017,67,995,850,Active,,,http://www.redfin.com/WA/Seattle/2540-Westlake-Ave-N-98109/unit-5/home/144361966,NWMLS,1221231,N,Y,47.6434997,-122.3436649
MLS Listing,,Condo/Co-op,10623 Glen Acres Dr S,Seattle,WA,98168,164950,2,1.0,Glen Acres,945,,1972,68,175,702,Active,,,http://www.redfin.com/WA/Burien/10623-Glen-Acres-Dr-S-98168/unit-10623/home/56990,NWMLS,1221098,N,Y,47.508154,-122.321801
MLS Listing,,Single Family Residential,10247 66th Ave,Seattle,WA,98178,875000,4,3.0,Upper Rainier Beach,3318,5650,1928,68,264,,Active,,,http://www.redfin.com/WA/Seattle/10247-66th-Ave-S-98178/home/176889,NWMLS,1221144,N,Y,47.5083022,-122.2514801
MLS Listing,,Vacant Land,423 SW Thistle,Seattle,WA,98106,169950,0,,Highland Park,,30075,,68,,,Active,,,http://www.redfin.com/WA/Seattle/423-SW-Thistle-St-98106/home/22635860,NWMLS,1220288,N,Y,47.527915,-122.340609
MLS Listing,,Townhouse,10754 Glen Acres Dr S,Seattle,WA,98168,389000,3,2.25,Glen Acres,1885,122500,1970,68,206,798,Active,,,http://www.redfin.com/WA/Burien/10754-Glen-Acres-Dr-S-98168/home/17080047,NWMLS,1218017,N,Y,47.506577,-122.3217415
MLS Listing,,Condo/Co-op,2100 3rd Ave #2203,Seattle,WA,98121,1485000,2,2.0,Belltown,2100,,1973,70,707,1499,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/2100-3rd-Ave-98121/unit-2203/home/62125,NWMLS,1220537,N,Y,47.6135579,-122.3422119
MLS Listing,,Vacant Land,3120 Harvard Ave E,Seattle,WA,98102,1649000,0,,Eastlake,,3787,,71,,,Active,,,http://www.redfin.com/WA/Seattle/3120-Harvard-Ave-E-98102/home/39901172,NWMLS,1220722,N,Y,47.6498289,-122.321834
MLS Listing,,Multi-Family (5+ Unit),1111 18th Ave,Seattle,WA,98122,3150000,5,5.75,Capitol Hill,4881,7200,1900,71,645,,Active,,,http://www.redfin.com/WA/Seattle/1111-18th-Ave-98122/home/2086185,NWMLS,1220680,N,Y,47.6120392,-122.309261
MLS Listing,,Single Family Residential,3817 49th Ave NE,Seattle,WA,98105,2468000,4,3.75,Laurelhurst,3467,4448,1970,71,712,,Active,,,http://www.redfin.com/WA/Seattle/3817-49th-Ave-NE-98105/home/122296,NWMLS,1220582,N,Y,47.6559864,-122.2748824
MLS Listing,,Single Family Residential,14334 Edgewater Lane NE,Seattle,WA,98125,995000,3,1.0,Cedar Park,1110,5424,1942,72,896,,Active,,,http://www.redfin.com/WA/Seattle/14334-Edgewater-Ln-NE-98125/home/320028,NWMLS,1218982,N,Y,47.7327819,-122.283383
MLS Listing,,Townhouse,2608 E Cherry St,Seattle,WA,98122,599000,1,1.0,Central Area,590,2342,1926,73,1015,150,Active,,,http://www.redfin.com/WA/Seattle/2608-E-Cherry-St-98122/home/39904501,NWMLS,1220240,N,Y,47.6081438,-122.2983579
MLS Listing,,Single Family Residential,11605 Renton Ave S,Seattle,WA,98178,429000,3,1.75,Skyway,2060,43160,1940,73,208,,Active,,,http://www.redfin.com/WA/Seattle/11605-Renton-Ave-S-98178/home/195939,NWMLS,1219780,N,Y,47.4991985,-122.2498313
MLS Listing,,Condo/Co-op,3300 NE 65th St #209,Seattle,WA,98115,789990,2,1.5,Bryant,968,,2017,75,816,484,Active,,,http://www.redfin.com/WA/Seattle/3300-NE-65th-St-98115/unit-209/home/144327701,NWMLS,1219795,N,Y,47.6761626,-122.2922455
MLS Listing,,Single Family Residential,1528 29th Ave,Seattle,WA,98122,499950,2,1.0,Madrona,1200,3200,1921,76,417,,Active,,,http://www.redfin.com/WA/Seattle/1528-29th-Ave-98122/home/145798,NWMLS,1219101,N,Y,47.6150282,-122.2945741
MLS Listing,,Single Family Residential,501 33rd Ave S,Seattle,WA,98144,3200000,4,4.25,Leschi,4400,7200,2018,77,727,,Active,,,http://www.redfin.com/WA/Seattle/501-33rd-Ave-S-98144/home/39991498,NWMLS,1218294,N,Y,47.5975887,-122.2901737
MLS Listing,,Single Family Residential,5403 18th Ave SW,Seattle,WA,98106,1024000,4,2.25,Delridge,2727,7280,2017,77,376,,Active,,,http://www.redfin.com/WA/Seattle/5403-18th-Ave-SW-98106/home/161754,NWMLS,1218894,N,Y,47.5535218,-122.3573779
MLS Listing,,Condo/Co-op,1009 Western Ave #1109,Seattle,WA,98104,2395000,3,3.0,Downtown,2857,35978,1983,78,838,2073,Active,,,http://www.redfin.com/WA/Seattle/1009-Western-Ave-98104/unit-1109/home/60695,NWMLS,1216644,N,Y,47.6044662,-122.3381502
MLS Listing,,Condo/Co-op,707 S Snoqualmie St Unit 5D,Seattle,WA,98108,525000,1,1.0,Georgetown,1400,,1907,78,375,575,Active,,,http://www.redfin.com/WA/Seattle/707-S-Snoqualmie-St-98108/unit-5D/home/40493391,NWMLS,1218238,N,Y,47.5616996,-122.3236967
MLS Listing,,Condo/Co-op,1250 Taylor Ave N #204,Seattle,WA,98109,499950,1,1.0,Queen Anne,882,17403,1978,82,567,390,Active,,,http://www.redfin.com/WA/Seattle/1250-Taylor-Ave-N-98109/unit-204/home/24297,NWMLS,1216422,N,Y,47.6311375,-122.3459673
MLS Listing,,Single Family Residential,6633 Flora Ave S,Seattle,WA,98108,670000,4,2.5,Georgetown,1104,4000,1950,83,607,,Active,,,http://www.redfin.com/WA/Seattle/6633-Flora-Ave-S-98108/home/476505,NWMLS,1217381,N,Y,47.5431901,-122.3207057
MLS Listing,,Condo/Co-op,100 W Highland Dr #123,Seattle,WA,98119,450000,1,1.0,Queen Anne,501,64256,1921,83,898,221,Active,,,http://www.redfin.com/WA/Seattle/100-W-Highland-Dr-98119/unit-123/home/26739,NWMLS,1216914,N,Y,47.6300825,-122.3587157
MLS Listing,,Vacant Land,123 X S 130th St,Seattle,WA,98178,120000,0,,Bryn Mawr,,47480,,84,,,Active,,,http://www.redfin.com/WA/Seattle/123-X-S-130th-St-98178/home/144279526,NWMLS,1215588,N,Y,47.486559,-122.228745
MLS Listing,,Single Family Residential,9615 25th Ave SW,Seattle,WA,98106,488900,3,2.0,Westwood,1610,8160,1948,85,304,,Active,,,http://www.redfin.com/WA/Seattle/9615-25th-Ave-SW-98106/home/179195,NWMLS,1214096,N,Y,47.5168331,-122.3648576
MLS Listing,,Condo/Co-op,1906 Franklin Place E #203,Seattle,WA,98102,779000,3,3.0,Eastlake,1833,6161,2000,85,425,650,Active,,,http://www.redfin.com/WA/Seattle/1906-Franklin-Pl-E-98102/unit-203/home/70427,NWMLS,1215954,N,Y,47.6359065,-122.3240733
MLS Listing,,Single Family Residential,1101 McGilvra Blvd E,Seattle,WA,98112,5295000,4,4.25,Washington Park,6040,7800,1954,85,877,,Active,,,http://www.redfin.com/WA/Seattle/1101-McGilvra-Blvd-E-98112/home/140256,NWMLS,1215543,N,Y,47.628752,-122.2817605
